url,answer
https://storage.yandexcloud.net/plates/17297.jpg,К071СО82
https://storage.yandexcloud.net/plates/64135.jpg,АМ479568
https://storage.yandexcloud.net/plates/875.jpg,ВЕ94899
https://storage.yandexcloud.net/plates/48905.jpg,В999РС21
https://storage.yandexcloud.net/plates/43329.jpg,М847ОО124
https://storage.yandexcloud.net/plates/64542.jpg,Т984РР777
https://storage.yandexcloud.net/plates/25496.jpg,Т324РР33
https://storage.yandexcloud.net/plates/19447.jpg,Е544ТЕ53
https://storage.yandexcloud.net/plates/1999.jpg,АК419310
https://storage.yandexcloud.net/plates/25270.jpg,У666АО56
https://storage.yandexcloud.net/plates/52397.jpg,А128ЕР93
https://storage.yandexcloud.net/plates/54657.jpg,М438ВВ67
https://storage.yandexcloud.net/plates/21937.jpg,Х236АР163
https://storage.yandexcloud.net/plates/29507.jpg,Х068УТ199
https://storage.yandexcloud.net/plates/45157.jpg,С508АН790
https://storage.yandexcloud.net/plates/32461.jpg,Е002МН126
https://storage.yandexcloud.net/plates/32456.jpg,Е836ВЕ136
https://storage.yandexcloud.net/plates/38373.jpg,А676АА10
https://storage.yandexcloud.net/plates/39218.jpg,Н392ВА774
https://storage.yandexcloud.net/plates/6250.jpg,ХК63877
https://storage.yandexcloud.net/plates/33463.jpg,Р949КА27
https://storage.yandexcloud.net/plates/39856.jpg,Х386СС62
https://storage.yandexcloud.net/plates/32.jpg,А231ХР37
https://storage.yandexcloud.net/plates/22809.jpg,АК725268
https://storage.yandexcloud.net/plates/35000.jpg,Е517КХ50
https://storage.yandexcloud.net/plates/24296.jpg,Х689АО777
https://storage.yandexcloud.net/plates/23416.jpg,В383СК178
https://storage.yandexcloud.net/plates/12254.jpg,Х213ХХ36
https://storage.yandexcloud.net/plates/2975.jpg,Н773ВО65
https://storage.yandexcloud.net/plates/56089.jpg,М555ВМ30
https://storage.yandexcloud.net/plates/18849.jpg,А682КО126
https://storage.yandexcloud.net/plates/10199.jpg,Т773УА54
https://storage.yandexcloud.net/plates/12974.jpg,М555ВЕ32
https://storage.yandexcloud.net/plates/14345.jpg,Е674ЕУ125
https://storage.yandexcloud.net/plates/25541.jpg,Р596ОВ163
https://storage.yandexcloud.net/plates/5715.jpg,А200ТА152
https://storage.yandexcloud.net/plates/7385.jpg,С457АВ57
https://storage.yandexcloud.net/plates/59950.jpg,Х181СС178
https://storage.yandexcloud.net/plates/64369.jpg,У373ВМ12
https://storage.yandexcloud.net/plates/7935.jpg,В761ОР178
https://storage.yandexcloud.net/plates/7441.jpg,ТР62777
https://storage.yandexcloud.net/plates/16928.jpg,О720НВ30
https://storage.yandexcloud.net/plates/45612.jpg,Х386СК78
https://storage.yandexcloud.net/plates/60695.jpg,АВ379482
https://storage.yandexcloud.net/plates/23200.jpg,В118РО134
https://storage.yandexcloud.net/plates/14008.jpg,У001ОК96
https://storage.yandexcloud.net/plates/20806.jpg,О139УН777
https://storage.yandexcloud.net/plates/38599.jpg,К614НУ60
https://storage.yandexcloud.net/plates/32127.jpg,К729СЕ124
https://storage.yandexcloud.net/plates/28152.jpg,М711ВВ67
https://storage.yandexcloud.net/plates/50258.jpg,Е666РР123
https://storage.yandexcloud.net/plates/12080.jpg,Т973АР193
https://storage.yandexcloud.net/plates/41171.jpg,Р894КР125
https://storage.yandexcloud.net/plates/41890.jpg,7083АТ77
https://storage.yandexcloud.net/plates/42793.jpg,Т575НА799
https://storage.yandexcloud.net/plates/10974.jpg,А828СО32
https://storage.yandexcloud.net/plates/33455.jpg,А693НТ177
https://storage.yandexcloud.net/plates/62258.jpg,Н547С***
https://storage.yandexcloud.net/plates/874.jpg,С921СС36
https://storage.yandexcloud.net/plates/4563.jpg,Р277ОО777
https://storage.yandexcloud.net/plates/58153.jpg,М100СК65
https://storage.yandexcloud.net/plates/44611.jpg,4217КО27
https://storage.yandexcloud.net/plates/8887.jpg,Т005ВМ174
https://storage.yandexcloud.net/plates/49250.jpg,А697ТС116
https://storage.yandexcloud.net/plates/55062.jpg,К777ТМ39
https://storage.yandexcloud.net/plates/51531.jpg,К439АК134
https://storage.yandexcloud.net/plates/29879.jpg,Е222СВ46
https://storage.yandexcloud.net/plates/5075.jpg,Х999ВН21
https://storage.yandexcloud.net/plates/31298.jpg,М020МВ102
https://storage.yandexcloud.net/plates/13824.jpg,Е715МС763
https://storage.yandexcloud.net/plates/50951.jpg,О824КО174
https://storage.yandexcloud.net/plates/33962.jpg,О777ТУ178
https://storage.yandexcloud.net/plates/64352.jpg,Т154УУ98
https://storage.yandexcloud.net/plates/21109.jpg,Н720ТМ32
https://storage.yandexcloud.net/plates/7027.jpg,Х172ВА777
https://storage.yandexcloud.net/plates/52064.jpg,Р220МВ34
https://storage.yandexcloud.net/plates/20950.jpg,К915ВТ761
https://storage.yandexcloud.net/plates/50380.jpg,Н777АК199
https://storage.yandexcloud.net/plates/41828.jpg,У428СУ799
https://storage.yandexcloud.net/plates/58471.jpg,Х444ВМ56
https://storage.yandexcloud.net/plates/12182.jpg,А888ОР152
https://storage.yandexcloud.net/plates/6393.jpg,Х222СА96
https://storage.yandexcloud.net/plates/57800.jpg,ВВ960416
https://storage.yandexcloud.net/plates/31641.jpg,О333ОО134
https://storage.yandexcloud.net/plates/24345.jpg,4361КЕ87
https://storage.yandexcloud.net/plates/23533.jpg,ХК18277
https://storage.yandexcloud.net/plates/44572.jpg,О377ВМ198
https://storage.yandexcloud.net/plates/52477.jpg,Н562ЕУ790
https://storage.yandexcloud.net/plates/11203.jpg,Е173КА53
https://storage.yandexcloud.net/plates/20788.jpg,Т970ТТ39
https://storage.yandexcloud.net/plates/51704.jpg,Х682ЕН174
https://storage.yandexcloud.net/plates/17914.jpg,Н817НМ67
https://storage.yandexcloud.net/plates/36067.jpg,В079СО25
https://storage.yandexcloud.net/plates/48829.jpg,М646ТВ197
https://storage.yandexcloud.net/plates/54444.jpg,А571ВС761
https://storage.yandexcloud.net/plates/57846.jpg,К823УХ38
https://storage.yandexcloud.net/plates/6779.jpg,ВВ18755
https://storage.yandexcloud.net/plates/19658.jpg,О811НТ68
https://storage.yandexcloud.net/plates/35548.jpg,К817АХ134
https://storage.yandexcloud.net/plates/54297.jpg,В889УР750
https://storage.yandexcloud.net/plates/27057.jpg,К058УМ05
https://storage.yandexcloud.net/plates/14831.jpg,5773ЕХ76
https://storage.yandexcloud.net/plates/6014.jpg,Х178ТЕ56
